date,visitors
2010-01-01,365.9653931
2010-01-02,500.9708252
2010-01-03,650.819397
2010-01-04,1306.037964
2010-01-05,694.8856201
2010-01-06,763.102478
2010-01-07,261.496582
2010-01-08,539.123291
2010-01-09,1079.233154
2010-01-10,1360.622559
2010-01-11,581.3830566
2010-01-12,285.8496399
2010-01-13,299.8099976
2010-01-14,159.1797028
2010-01-15,445.9209595
2010-01-16,1015.585632
2010-01-17,1615.929199
2010-01-18,543.1925049
2010-01-19,533.3039551
2010-01-20,467.1138611
2010-01-21,478.5603638
2010-01-22,683.6340942
2010-01-23,1204.314087
2010-01-24,1691.071289
2010-01-25,388.9630737
2010-01-26,450.5992126
2010-01-27,396.5480957
2010-01-28,452.8346252
2010-01-29,644.5245361
2010-01-30,1011.595154
2010-01-31,1507.044678
2010-02-01,1630.94458
2010-02-02,980.7753906
2010-02-03,396.8501587
2010-02-04,291.2264404
2010-02-05,525.3358154
2010-02-06,975.2983398
2010-02-07,1358.083862
2010-02-08,564.9952393
2010-02-09,140.4127502
2010-02-10,276.9128113
2010-02-11,355.3358765
2010-02-12,364.3827515
2010-02-13,866.2424927
2010-02-14,1101.998779
2010-02-15,475.1962891
2010-02-16,310.9696655
2010-02-17,154.3830719
2010-02-18,97.61063385
2010-02-19,569.9157104
2010-02-20,1193.530518
2010-02-21,1582.98938
2010-02-22,652.4876099
2010-02-23,434.0014343
2010-02-24,340.4502869
2010-02-25,369.0913696
2010-02-26,533.734314
2010-02-27,1109.689697
2010-02-28,1806.678955
2010-03-01,575.019104
2010-03-02,402.3643494
2010-03-03,576.6340942
2010-03-04,496.5935669
2010-03-05,499.4501953
2010-03-06,1158.043823
2010-03-07,1429.539307
2010-03-08,599.3230591
2010-03-09,401.1334534
2010-03-10,436.7248535
2010-03-11,180.4477692
2010-03-12,525.7648315
2010-03-13,1287.840454
2010-03-14,1713.7146
2010-03-15,674.4298096
2010-03-16,451.3733521
2010-03-17,382.0900269
2010-03-18,357.8986206
2010-03-19,1089.318359
2010-03-20,1066.497925
2010-03-21,1204.276733
2010-03-22,865.4205322
2010-03-23,508.7053223
2010-03-24,752.8850708
2010-03-25,930.4657593
2010-03-26,821.8242798
2010-03-27,1232.337891
2010-03-28,1431.885864
2010-03-29,1408.103394
2010-03-30,1550.344849
2010-03-31,1737.578979
2010-04-01,1465.514526
2010-04-02,1720.222046
